2020-02-11/21:44:00		Error while creating table: no such column: F 
2020-02-11/23:20:27		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:20:27		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:20:27		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:20:27		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:20:27		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:20:27		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:20:27		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:20:28		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:20:28		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:20:28		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:20:28		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:20:28		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:20:28		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:20:28		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:20:28		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:20:28		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:20:28		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:20:28		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:20:29		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:20:29		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:20:29		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:20:29		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:20:29		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:20:29		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:20:29		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:20:29		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:20:29		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:20:29		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:20:29		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:20:29		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:20:30		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:20:30		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:20:30		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:20:30		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:20:30		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:20:30		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:20:30		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:20:30		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:20:30		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:20:30		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:20:30		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:20:31		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:20:31		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:20:31		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:20:31		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:20:31		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:20:31		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:20:31		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:20:31		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:20:31		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:20:31		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:20:31		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:20:31		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:20:32		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:20:32		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:20:32		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:20:32		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:20:32		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:20:32		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:20:32		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:20:32		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:20:32		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:20:32		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:20:32		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:20:32		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:20:33		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:20:33		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:20:33		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:20:33		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:20:33		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:20:33		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:20:33		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:20:33		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:20:33		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:20:33		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:20:33		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:20:33		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:20:34		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:20:34		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:20:34		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:20:34		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:20:34		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:20:34		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:20:34		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:20:34		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:20:34		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:20:34		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:20:34		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:20:34		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:20:35		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:20:35		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:20:35		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:20:35		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:20:35		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:20:35		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:20:35		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:20:35		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:20:35		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:20:35		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:20:35		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:20:35		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:20:36		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:20:36		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:20:36		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:20:36		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:20:36		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:20:36		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:20:36		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:20:36		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:20:36		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:20:36		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:20:36		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:20:36		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:20:36		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:20:37		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:20:37		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:20:37		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:20:37		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:20:37		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:20:37		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:20:37		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:20:37		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:20:37		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:20:37		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:20:37		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:20:37		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:20:38		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:20:38		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:20:38		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:20:38		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:20:38		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:20:38		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:20:38		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:20:38		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:20:38		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:20:38		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:20:38		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:20:38		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:20:38		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:20:39		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:20:39		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:20:39		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:20:39		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:20:39		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:20:39		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:20:39		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:20:39		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:20:39		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:20:39		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:20:39		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:20:39		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:20:39		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:20:40		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:20:40		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:20:40		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:20:40		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:20:40		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:20:40		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:20:40		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:20:40		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:20:40		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:20:40		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:20:40		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:20:40		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:20:40		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:20:41		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:20:41		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:20:41		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:20:41		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:20:41		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:20:41		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:20:41		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:20:41		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:20:41		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:20:41		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:20:41		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:20:41		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:20:41		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:20:42		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:20:42		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:20:42		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:20:42		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:20:42		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:20:42		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:20:42		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:20:42		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:20:42		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:20:42		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:20:42		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:20:43		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:20:43		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:20:43		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:20:43		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:20:43		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:20:43		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:20:43		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:20:43		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:20:43		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:20:43		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:20:43		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:20:44		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:20:44		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:20:44		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:20:44		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:20:44		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:20:44		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:20:44		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:20:44		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:20:44		 hypothyroid_21012019_034556.csv: File loaded successfully!!
